[[-238.69841   ,  -66.77227   ,  -56.16628   ,  -42.921066  ,
         -39.427734  ,  -30.908361  ,  -28.806555  ,  -20.389456  ,
         -19.68917   ,  -20.133495  ,  -17.138155  ,  -17.08922   ,
         -17.051765  ,  -14.7256565 ,  -13.499108  ,   -9.59139   ,
          -8.3524885 ,   -7.121845  ,   -5.076954  ,   -5.205766  ,
          -4.9378123 ,   -4.3754425 ,   -4.4352016 ,   -4.3528714 ,
          -4.1665907 ,   -4.240907  ,   -3.0194833 ,   -2.727437  ,
          -2.4461405 ,   -2.334302  ,   -2.284637  ,   -1.4570554 ,
          -1.4413354 ,   -1.2258857 ,   -1.0140666 ,   -0.88816434,
          -0.77128494,   -0.59503025,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ,    0.        ,    0.        ,
           0.        ,    0.        ],
       [ 233.96921   ,   58.682194  ,   48.802685  ,   42.729126  ,
          34.73777   ,   29.10646   ,   26.58585   ,   19.427572  ,
          18.822079  ,   17.05675   ,   16.465645  ,   15.584783  ,
          14.156654  ,   14.147814  ,   13.4317465 ,    8.359771  ,
           7.731871  ,    7.3315144 ,    4.882853  ,    4.322223  ,
